job_id,job_title,role_category,company,location,experience_tier,min_experience_years,salary_lpa,employment_type,posting_date,required_skills,description
JOB005457,Senior Level AI Research Scientist,AI Research Scientist,Cisco Systems,"London, UK",Senior Level,5.4,48.87,Full-time,2025-10-07,Linear Algebra; Python; Probability & Statistics; Neural Networks Fundamentals; Multivariate Calculus; PyTorch; Transformers & Attention Mechanisms; Scikit-Learn; C++,"We are looking for a talented Senior Level AI Research Scientist to join our team at Cisco Systems (London, UK). The ideal candidate will have 5.4+ years of proven industry experience and strong proficiency in Linear Algebra; Python; Probability & Statistics; Neural Networks Fundamentals; Multivariate Calculus; PyTorch; Transformers & Attention Mechanisms; Scikit-Learn; C++. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005458,Senior Level Data Scientist,Data Scientist,Netflix,"Pune, India",Senior Level,7.8,37.0,Full-time,2026-06-25,"Scikit-Learn; Exploratory Data Analysis; SQL; Python; Supervised Learning; Probability & Statistics; Hypothesis Testing & A/B Testing; Unsupervised Learning; XGBoost & LightGBM; MLflow & Experiment Tracking; Docker & Containerization; Time Series Forecasting; AWS (S3, EC2, Lambda, SageMaker); Azure (ADF, Databricks, Azure ML)","We are looking for a talented Senior Level Data Scientist to join our team at Netflix (Pune, India). The ideal candidate will have 7.8+ years of proven industry experience and strong proficiency in Scikit-Learn; Exploratory Data Analysis; SQL; Python; Supervised Learning; Probability & Statistics; Hypothesis Testing & A/B Testing; Unsupervised Learning; XGBoost & LightGBM; MLflow & Experiment Tracking; Docker & Containerization; Time Series Forecasting; AWS (S3, EC2, Lambda, SageMaker); Azure (ADF, Databricks, Azure ML). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005459,Senior Level Data Scientist,Data Scientist,PhonePe,"New York, NY, USA",Senior Level,7.0,26.8,Full-time,2026-07-26,Exploratory Data Analysis; Pandas & NumPy; Scikit-Learn; Probability & Statistics; Python; SQL; Supervised Learning; Hypothesis Testing & A/B Testing; XGBoost & LightGBM; Matplotlib & Seaborn; Unsupervised Learning; Feature Engineering; Time Series Forecasting; MLflow & Experiment Tracking; Docker & Containerization,"We are looking for a talented Senior Level Data Scientist to join our team at PhonePe (New York, NY, USA). The ideal candidate will have 7.0+ years of proven industry experience and strong proficiency in Exploratory Data Analysis; Pandas & NumPy; Scikit-Learn; Probability & Statistics; Python; SQL; Supervised Learning; Hypothesis Testing & A/B Testing; XGBoost & LightGBM; Matplotlib & Seaborn; Unsupervised Learning; Feature Engineering; Time Series Forecasting; MLflow & Experiment Tracking; Docker & Containerization. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005460,Lead / Architect MLOps Engineer,MLOps Engineer,Microsoft,"Hyderabad, India",Lead / Architect,9.1,65.54,Hybrid Full-time,2025-03-16,"Python; Linux & Bash; MLflow & Experiment Tracking; CI/CD Pipelines (GitHub Actions); Kubernetes; Docker & Containerization; Scikit-Learn; AWS (S3, EC2, Lambda, SageMaker); Git & GitHub; Model Serving & FastAPI; PyTorch; Database Indexing & Query Tuning","We are looking for a talented Lead / Architect MLOps Engineer to join our team at Microsoft (Hyderabad, India). The ideal candidate will have 9.1+ years of proven industry experience and strong proficiency in Python; Linux & Bash; MLflow & Experiment Tracking; CI/CD Pipelines (GitHub Actions); Kubernetes; Docker & Containerization; Scikit-Learn; AWS (S3, EC2, Lambda, SageMaker); Git & GitHub; Model Serving & FastAPI; PyTorch; Database Indexing & Query Tuning. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005461,Entry Level Data Scientist,Data Scientist,Databricks,"San Francisco, CA, USA",Entry Level,0.4,7.17,Full-time,2026-04-12,Scikit-Learn; Pandas & NumPy; Exploratory Data Analysis; SQL; Supervised Learning; Probability & Statistics; Feature Engineering; XGBoost & LightGBM; Matplotlib & Seaborn; Unsupervised Learning; Hypothesis Testing & A/B Testing; Docker & Containerization,"We are looking for a talented Entry Level Data Scientist to join our team at Databricks (San Francisco, CA, USA). The ideal candidate will have 0.4+ years of proven industry experience and strong proficiency in Scikit-Learn; Pandas & NumPy; Exploratory Data Analysis; SQL; Supervised Learning; Probability & Statistics; Feature Engineering; XGBoost & LightGBM; Matplotlib & Seaborn; Unsupervised Learning; Hypothesis Testing & A/B Testing; Docker & Containerization. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005462,Entry Level Data Engineer,Data Engineer,Databricks,"London, UK",Entry Level,0.7,14.29,Hybrid Full-time,2025-11-28,Data Warehousing & Modeling; PostgreSQL / MySQL; Apache Spark / PySpark; ETL / ELT Pipelines; Python; SQL; Apache Airflow; Git & GitHub; Linux & Bash; DBT (Data Build Tool); Database Indexing & Query Tuning,"We are looking for a talented Entry Level Data Engineer to join our team at Databricks (London, UK). The ideal candidate will have 0.7+ years of proven industry experience and strong proficiency in Data Warehousing & Modeling; PostgreSQL / MySQL; Apache Spark / PySpark; ETL / ELT Pipelines; Python; SQL; Apache Airflow; Git & GitHub; Linux & Bash; DBT (Data Build Tool); Database Indexing & Query Tuning. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005463,Mid Level Computer Vision Engineer,Computer Vision Engineer,Flipkart,"Seattle, WA, USA",Mid Level,2.6,17.55,Contract,2025-03-20,"Linear Algebra; Neural Networks Fundamentals; Python; Computer Vision (OpenCV); PyTorch; Convolutional Neural Networks (CNN); Docker & Containerization; Model Serving & FastAPI; AWS (S3, EC2, Lambda, SageMaker); Transformers & Attention Mechanisms","We are looking for a talented Mid Level Computer Vision Engineer to join our team at Flipkart (Seattle, WA, USA). The ideal candidate will have 2.6+ years of proven industry experience and strong proficiency in Linear Algebra; Neural Networks Fundamentals; Python; Computer Vision (OpenCV); PyTorch; Convolutional Neural Networks (CNN); Docker & Containerization; Model Serving & FastAPI; AWS (S3, EC2, Lambda, SageMaker); Transformers & Attention Mechanisms. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005464,Senior Level Machine Learning Engineer,Machine Learning Engineer,Microsoft,"London, UK",Senior Level,6.9,27.91,Full-time,2025-11-06,"Data Structures & Algorithms; PyTorch; Docker & Containerization; Python; Scikit-Learn; Supervised Learning; Neural Networks Fundamentals; MLflow & Experiment Tracking; Git & GitHub; Transformers & Attention Mechanisms; Kubernetes; CI/CD Pipelines (GitHub Actions); AWS (S3, EC2, Lambda, SageMaker); Large Language Models (LLMs); C++","We are looking for a talented Senior Level Machine Learning Engineer to join our team at Microsoft (London, UK). The ideal candidate will have 6.9+ years of proven industry experience and strong proficiency in Data Structures & Algorithms; PyTorch; Docker & Containerization; Python; Scikit-Learn; Supervised Learning; Neural Networks Fundamentals; MLflow & Experiment Tracking; Git & GitHub; Transformers & Attention Mechanisms; Kubernetes; CI/CD Pipelines (GitHub Actions); AWS (S3, EC2, Lambda, SageMaker); Large Language Models (LLMs); C++. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005465,Senior Level MLOps Engineer,MLOps Engineer,Microsoft,Singapore,Senior Level,5.0,45.15,Full-time,2025-07-27,"Kubernetes; MLflow & Experiment Tracking; Docker & Containerization; Linux & Bash; Python; Git & GitHub; AWS (S3, EC2, Lambda, SageMaker); Scikit-Learn; PyTorch; System Design & Distributed Systems; Apache Airflow; Apache Kafka","We are looking for a talented Senior Level MLOps Engineer to join our team at Microsoft (Singapore). The ideal candidate will have 5.0+ years of proven industry experience and strong proficiency in Kubernetes; MLflow & Experiment Tracking; Docker & Containerization; Linux & Bash; Python; Git & GitHub; AWS (S3, EC2, Lambda, SageMaker); Scikit-Learn; PyTorch; System Design & Distributed Systems; Apache Airflow; Apache Kafka. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005466,Mid Level AI Research Scientist,AI Research Scientist,Swiggy,Remote (Global),Mid Level,4.5,17.05,Full-time,2026-03-26,Multivariate Calculus; Python; Neural Networks Fundamentals; Linear Algebra; Research Paper Implementation; PyTorch; Probability & Statistics; Transformers & Attention Mechanisms; Convolutional Neural Networks (CNN); Large Language Models (LLMs); Natural Language Processing (NLP),"We are looking for a talented Mid Level AI Research Scientist to join our team at Swiggy (Remote (Global)). The ideal candidate will have 4.5+ years of proven industry experience and strong proficiency in Multivariate Calculus; Python; Neural Networks Fundamentals; Linear Algebra; Research Paper Implementation; PyTorch; Probability & Statistics; Transformers & Attention Mechanisms; Convolutional Neural Networks (CNN); Large Language Models (LLMs); Natural Language Processing (NLP). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005467,Senior Level AI Research Scientist,AI Research Scientist,Razorpay,"Hyderabad, India",Senior Level,5.9,27.89,Full-time,2026-05-23,PyTorch; Python; Multivariate Calculus; Linear Algebra; Neural Networks Fundamentals; Probability & Statistics; Research Paper Implementation; Convolutional Neural Networks (CNN); Large Language Models (LLMs); C++; Natural Language Processing (NLP); Computer Vision (OpenCV),"We are looking for a talented Senior Level AI Research Scientist to join our team at Razorpay (Hyderabad, India). The ideal candidate will have 5.9+ years of proven industry experience and strong proficiency in PyTorch; Python; Multivariate Calculus; Linear Algebra; Neural Networks Fundamentals; Probability & Statistics; Research Paper Implementation; Convolutional Neural Networks (CNN); Large Language Models (LLMs); C++; Natural Language Processing (NLP); Computer Vision (OpenCV). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005468,Senior Level BI Developer,BI Developer,Datadog,"New York, NY, USA",Senior Level,5.4,41.9,Full-time,2026-06-30,Advanced Excel & VBA; SQL; Power BI & DAX; Data Warehousing & Modeling; Data Storytelling & KPI Dashboards; Tableau; Business Acumen & Domain Knowledge; DBT (Data Build Tool); Plotly & Dash / Streamlit; Python; Scikit-Learn,"We are looking for a talented Senior Level BI Developer to join our team at Datadog (New York, NY, USA). The ideal candidate will have 5.4+ years of proven industry experience and strong proficiency in Advanced Excel & VBA; SQL; Power BI & DAX; Data Warehousing & Modeling; Data Storytelling & KPI Dashboards; Tableau; Business Acumen & Domain Knowledge; DBT (Data Build Tool); Plotly & Dash / Streamlit; Python; Scikit-Learn. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005469,Entry Level Business Analyst,Business Analyst,Databricks,"Mumbai, India",Entry Level,1.3,14.02,Full-time,2025-07-30,Data Storytelling & KPI Dashboards; Advanced Excel & VBA; SQL; Stakeholder Communication; Problem Solving & Critical Thinking; Agile & Scrum Methodologies; Exploratory Data Analysis; Tableau; Data Warehousing & Modeling; Python; Pandas & NumPy,"We are looking for a talented Entry Level Business Analyst to join our team at Databricks (Mumbai, India). The ideal candidate will have 1.3+ years of proven industry experience and strong proficiency in Data Storytelling & KPI Dashboards; Advanced Excel & VBA; SQL; Stakeholder Communication; Problem Solving & Critical Thinking; Agile & Scrum Methodologies; Exploratory Data Analysis; Tableau; Data Warehousing & Modeling; Python; Pandas & NumPy. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005470,Senior Level Computer Vision Engineer,Computer Vision Engineer,Apple,Singapore,Senior Level,5.2,37.93,Full-time,2025-03-26,Convolutional Neural Networks (CNN); Linear Algebra; Python; Computer Vision (OpenCV); Neural Networks Fundamentals; Model Serving & FastAPI; TensorFlow & Keras; Scikit-Learn; C++; Transformers & Attention Mechanisms,"We are looking for a talented Senior Level Computer Vision Engineer to join our team at Apple (Singapore). The ideal candidate will have 5.2+ years of proven industry experience and strong proficiency in Convolutional Neural Networks (CNN); Linear Algebra; Python; Computer Vision (OpenCV); Neural Networks Fundamentals; Model Serving & FastAPI; TensorFlow & Keras; Scikit-Learn; C++; Transformers & Attention Mechanisms. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005471,Lead / Architect Data Analyst,Data Analyst,TCS Innovation Lab,"Hyderabad, India",Lead / Architect,9.9,71.6,Full-time,2025-10-23,SQL; Power BI & DAX; Pandas & NumPy; Advanced Excel & VBA; Python; Exploratory Data Analysis; Data Storytelling & KPI Dashboards; Probability & Statistics; Hypothesis Testing & A/B Testing; Scikit-Learn; PostgreSQL / MySQL,"We are looking for a talented Lead / Architect Data Analyst to join our team at TCS Innovation Lab (Hyderabad, India). The ideal candidate will have 9.9+ years of proven industry experience and strong proficiency in SQL; Power BI & DAX; Pandas & NumPy; Advanced Excel & VBA; Python; Exploratory Data Analysis; Data Storytelling & KPI Dashboards; Probability & Statistics; Hypothesis Testing & A/B Testing; Scikit-Learn; PostgreSQL / MySQL. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005472,Entry Level Machine Learning Engineer,Machine Learning Engineer,Amazon Web Services,"Mumbai, India",Entry Level,1.6,13.17,Full-time,2025-12-23,"Python; PyTorch; Model Evaluation & Cross-Validation; Scikit-Learn; Supervised Learning; Data Structures & Algorithms; Docker & Containerization; Neural Networks Fundamentals; Linux & Bash; Git & GitHub; Model Serving & FastAPI; MLflow & Experiment Tracking; XGBoost & LightGBM; Transformers & Attention Mechanisms; Kubernetes; CI/CD Pipelines (GitHub Actions); Large Language Models (LLMs); AWS (S3, EC2, Lambda, SageMaker)","We are looking for a talented Entry Level Machine Learning Engineer to join our team at Amazon Web Services (Mumbai, India). The ideal candidate will have 1.6+ years of proven industry experience and strong proficiency in Python; PyTorch; Model Evaluation & Cross-Validation; Scikit-Learn; Supervised Learning; Data Structures & Algorithms; Docker & Containerization; Neural Networks Fundamentals; Linux & Bash; Git & GitHub; Model Serving & FastAPI; MLflow & Experiment Tracking; XGBoost & LightGBM; Transformers & Attention Mechanisms; Kubernetes; CI/CD Pipelines (GitHub Actions); Large Language Models (LLMs); AWS (S3, EC2, Lambda, SageMaker). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005473,Entry Level Business Analyst,Business Analyst,Zomato,Singapore,Entry Level,1.0,15.39,Hybrid Full-time,2025-11-01,Stakeholder Communication; Business Acumen & Domain Knowledge; Data Storytelling & KPI Dashboards; Advanced Excel & VBA; SQL; Problem Solving & Critical Thinking; Agile & Scrum Methodologies; Tableau; Exploratory Data Analysis; Python; Docker & Containerization,"We are looking for a talented Entry Level Business Analyst to join our team at Zomato (Singapore). The ideal candidate will have 1.0+ years of proven industry experience and strong proficiency in Stakeholder Communication; Business Acumen & Domain Knowledge; Data Storytelling & KPI Dashboards; Advanced Excel & VBA; SQL; Problem Solving & Critical Thinking; Agile & Scrum Methodologies; Tableau; Exploratory Data Analysis; Python; Docker & Containerization. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005474,Entry Level Cloud Data Architect,Cloud Data Architect,Razorpay,"Seattle, WA, USA",Entry Level,0.9,15.02,Hybrid Full-time,2025-10-01,"AWS (S3, EC2, Lambda, SageMaker); Data Warehousing & Modeling; Snowflake; System Design & Distributed Systems; SQL; Database Indexing & Query Tuning; Databricks; Stakeholder Communication; Apache Kafka; Docker & Containerization; Kubernetes; DBT (Data Build Tool)","We are looking for a talented Entry Level Cloud Data Architect to join our team at Razorpay (Seattle, WA, USA). The ideal candidate will have 0.9+ years of proven industry experience and strong proficiency in AWS (S3, EC2, Lambda, SageMaker); Data Warehousing & Modeling; Snowflake; System Design & Distributed Systems; SQL; Database Indexing & Query Tuning; Databricks; Stakeholder Communication; Apache Kafka; Docker & Containerization; Kubernetes; DBT (Data Build Tool). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005475,Entry Level Business Analyst,Business Analyst,Google,"San Francisco, CA, USA",Entry Level,2.0,10.61,Full-time,2025-10-29,Stakeholder Communication; Advanced Excel & VBA; SQL; Business Acumen & Domain Knowledge; Problem Solving & Critical Thinking; Tableau; Power BI & DAX; Python; R,"We are looking for a talented Entry Level Business Analyst to join our team at Google (San Francisco, CA, USA). The ideal candidate will have 2.0+ years of proven industry experience and strong proficiency in Stakeholder Communication; Advanced Excel & VBA; SQL; Business Acumen & Domain Knowledge; Problem Solving & Critical Thinking; Tableau; Power BI & DAX; Python; R. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005476,Entry Level Business Analyst,Business Analyst,Snowflake,"San Francisco, CA, USA",Entry Level,0.7,11.28,Full-time,2025-03-04,SQL; Problem Solving & Critical Thinking; Advanced Excel & VBA; Data Storytelling & KPI Dashboards; Stakeholder Communication; Business Acumen & Domain Knowledge; Hypothesis Testing & A/B Testing; Exploratory Data Analysis; Agile & Scrum Methodologies; Pandas & NumPy; Python; Data Warehousing & Modeling,"We are looking for a talented Entry Level Business Analyst to join our team at Snowflake (San Francisco, CA, USA). The ideal candidate will have 0.7+ years of proven industry experience and strong proficiency in SQL; Problem Solving & Critical Thinking; Advanced Excel & VBA; Data Storytelling & KPI Dashboards; Stakeholder Communication; Business Acumen & Domain Knowledge; Hypothesis Testing & A/B Testing; Exploratory Data Analysis; Agile & Scrum Methodologies; Pandas & NumPy; Python; Data Warehousing & Modeling. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005477,Entry Level NLP Engineer,NLP Engineer,Netflix,Remote (Global),Entry Level,0.4,10.47,Full-time,2025-07-21,Python; PyTorch; Hugging Face Ecosystem; Natural Language Processing (NLP); Scikit-Learn; Large Language Models (LLMs); Retrieval-Augmented Generation (RAG); MLflow & Experiment Tracking; Docker & Containerization; Exploratory Data Analysis; Model Serving & FastAPI,"We are looking for a talented Entry Level NLP Engineer to join our team at Netflix (Remote (Global)). The ideal candidate will have 0.4+ years of proven industry experience and strong proficiency in Python; PyTorch; Hugging Face Ecosystem; Natural Language Processing (NLP); Scikit-Learn; Large Language Models (LLMs); Retrieval-Augmented Generation (RAG); MLflow & Experiment Tracking; Docker & Containerization; Exploratory Data Analysis; Model Serving & FastAPI. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005478,Entry Level MLOps Engineer,MLOps Engineer,Walmart Global Tech,"London, UK",Entry Level,0.1,14.38,Full-time,2025-06-09,Docker & Containerization; MLflow & Experiment Tracking; Python; Kubernetes; CI/CD Pipelines (GitHub Actions); Git & GitHub; PyTorch; DVC (Data Version Control); Scikit-Learn; System Design & Distributed Systems; Apache Airflow; Database Indexing & Query Tuning; Apache Kafka,"We are looking for a talented Entry Level MLOps Engineer to join our team at Walmart Global Tech (London, UK). The ideal candidate will have 0.1+ years of proven industry experience and strong proficiency in Docker & Containerization; MLflow & Experiment Tracking; Python; Kubernetes; CI/CD Pipelines (GitHub Actions); Git & GitHub; PyTorch; DVC (Data Version Control); Scikit-Learn; System Design & Distributed Systems; Apache Airflow; Database Indexing & Query Tuning; Apache Kafka. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005479,Entry Level BI Developer,BI Developer,Cisco Systems,"San Francisco, CA, USA",Entry Level,1.9,12.41,Full-time,2025-06-13,Data Storytelling & KPI Dashboards; SQL; Power BI & DAX; Advanced Excel & VBA; Data Warehousing & Modeling; PostgreSQL / MySQL; Stakeholder Communication; Business Acumen & Domain Knowledge; ETL / ELT Pipelines; Tableau; DBT (Data Build Tool); Plotly & Dash / Streamlit; Python,"We are looking for a talented Entry Level BI Developer to join our team at Cisco Systems (San Francisco, CA, USA). The ideal candidate will have 1.9+ years of proven industry experience and strong proficiency in Data Storytelling & KPI Dashboards; SQL; Power BI & DAX; Advanced Excel & VBA; Data Warehousing & Modeling; PostgreSQL / MySQL; Stakeholder Communication; Business Acumen & Domain Knowledge; ETL / ELT Pipelines; Tableau; DBT (Data Build Tool); Plotly & Dash / Streamlit; Python. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005480,Senior Level Backend Software Engineer,Backend Software Engineer,McKinsey & Company,"Seattle, WA, USA",Senior Level,6.2,33.27,Full-time,2025-01-22,Data Structures & Algorithms; SQL; Python; Git & GitHub; RESTful API Design; PostgreSQL / MySQL; System Design & Distributed Systems; Linux & Bash; Redis & Caching; Java; CI/CD Pipelines (GitHub Actions); Kubernetes; Scikit-Learn,"We are looking for a talented Senior Level Backend Software Engineer to join our team at McKinsey & Company (Seattle, WA, USA). The ideal candidate will have 6.2+ years of proven industry experience and strong proficiency in Data Structures & Algorithms; SQL; Python; Git & GitHub; RESTful API Design; PostgreSQL / MySQL; System Design & Distributed Systems; Linux & Bash; Redis & Caching; Java; CI/CD Pipelines (GitHub Actions); Kubernetes; Scikit-Learn. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005481,Mid Level AI Research Scientist,AI Research Scientist,Goldman Sachs,"San Francisco, CA, USA",Mid Level,4.3,17.07,Full-time,2026-07-08,Research Paper Implementation; PyTorch; Linear Algebra; Neural Networks Fundamentals; Multivariate Calculus; Python; Transformers & Attention Mechanisms; Large Language Models (LLMs); Convolutional Neural Networks (CNN); Scikit-Learn; Hugging Face Ecosystem,"We are looking for a talented Mid Level AI Research Scientist to join our team at Goldman Sachs (San Francisco, CA, USA). The ideal candidate will have 4.3+ years of proven industry experience and strong proficiency in Research Paper Implementation; PyTorch; Linear Algebra; Neural Networks Fundamentals; Multivariate Calculus; Python; Transformers & Attention Mechanisms; Large Language Models (LLMs); Convolutional Neural Networks (CNN); Scikit-Learn; Hugging Face Ecosystem. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005482,Entry Level Business Analyst,Business Analyst,Meta AI,Remote (India),Entry Level,1.2,7.35,Full-time,2026-06-16,SQL; Business Acumen & Domain Knowledge; Problem Solving & Critical Thinking; Data Storytelling & KPI Dashboards; Advanced Excel & VBA; Stakeholder Communication; Agile & Scrum Methodologies; Tableau; Hypothesis Testing & A/B Testing; Power BI & DAX; Exploratory Data Analysis; Data Warehousing & Modeling; Python; Pandas & NumPy,"We are looking for a talented Entry Level Business Analyst to join our team at Meta AI (Remote (India)). The ideal candidate will have 1.2+ years of proven industry experience and strong proficiency in SQL; Business Acumen & Domain Knowledge; Problem Solving & Critical Thinking; Data Storytelling & KPI Dashboards; Advanced Excel & VBA; Stakeholder Communication; Agile & Scrum Methodologies; Tableau; Hypothesis Testing & A/B Testing; Power BI & DAX; Exploratory Data Analysis; Data Warehousing & Modeling; Python; Pandas & NumPy. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005483,Mid Level Machine Learning Engineer,Machine Learning Engineer,Intel Labs,Singapore,Mid Level,4.0,19.69,Full-time,2025-01-03,Supervised Learning; Data Structures & Algorithms; Scikit-Learn; Docker & Containerization; Python; PyTorch; Neural Networks Fundamentals; MLflow & Experiment Tracking; XGBoost & LightGBM; CI/CD Pipelines (GitHub Actions); Transformers & Attention Mechanisms; Kubernetes; Large Language Models (LLMs),"We are looking for a talented Mid Level Machine Learning Engineer to join our team at Intel Labs (Singapore). The ideal candidate will have 4.0+ years of proven industry experience and strong proficiency in Supervised Learning; Data Structures & Algorithms; Scikit-Learn; Docker & Containerization; Python; PyTorch; Neural Networks Fundamentals; MLflow & Experiment Tracking; XGBoost & LightGBM; CI/CD Pipelines (GitHub Actions); Transformers & Attention Mechanisms; Kubernetes; Large Language Models (LLMs). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005484,Mid Level AI Research Scientist,AI Research Scientist,Google,"Bangalore, India",Mid Level,4.4,27.31,Hybrid Full-time,2025-02-28,Linear Algebra; PyTorch; Research Paper Implementation; Multivariate Calculus; Neural Networks Fundamentals; Probability & Statistics; Recurrent Neural Networks (RNN/LSTM); Large Language Models (LLMs); Convolutional Neural Networks (CNN); Scikit-Learn; Transformers & Attention Mechanisms; Natural Language Processing (NLP); Computer Vision (OpenCV); Hugging Face Ecosystem,"We are looking for a talented Mid Level AI Research Scientist to join our team at Google (Bangalore, India). The ideal candidate will have 4.4+ years of proven industry experience and strong proficiency in Linear Algebra; PyTorch; Research Paper Implementation; Multivariate Calculus; Neural Networks Fundamentals; Probability & Statistics; Recurrent Neural Networks (RNN/LSTM); Large Language Models (LLMs); Convolutional Neural Networks (CNN); Scikit-Learn; Transformers & Attention Mechanisms; Natural Language Processing (NLP); Computer Vision (OpenCV); Hugging Face Ecosystem. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005485,Entry Level BI Developer,BI Developer,Adobe,"San Francisco, CA, USA",Entry Level,0.4,6.17,Full-time,2025-09-13,SQL; Power BI & DAX; Data Storytelling & KPI Dashboards; Advanced Excel & VBA; ETL / ELT Pipelines; Stakeholder Communication; PostgreSQL / MySQL; Tableau; Plotly & Dash / Streamlit; Python,"We are looking for a talented Entry Level BI Developer to join our team at Adobe (San Francisco, CA, USA). The ideal candidate will have 0.4+ years of proven industry experience and strong proficiency in SQL; Power BI & DAX; Data Storytelling & KPI Dashboards; Advanced Excel & VBA; ETL / ELT Pipelines; Stakeholder Communication; PostgreSQL / MySQL; Tableau; Plotly & Dash / Streamlit; Python. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005486,Mid Level Data Analyst,Data Analyst,Netflix,"San Francisco, CA, USA",Mid Level,3.6,17.41,Hybrid Full-time,2025-01-23,Advanced Excel & VBA; Pandas & NumPy; Exploratory Data Analysis; Power BI & DAX; Python; Probability & Statistics; Matplotlib & Seaborn; Hypothesis Testing & A/B Testing; PostgreSQL / MySQL; Scikit-Learn; Stakeholder Communication; Convolutional Neural Networks (CNN),"We are looking for a talented Mid Level Data Analyst to join our team at Netflix (San Francisco, CA, USA). The ideal candidate will have 3.6+ years of proven industry experience and strong proficiency in Advanced Excel & VBA; Pandas & NumPy; Exploratory Data Analysis; Power BI & DAX; Python; Probability & Statistics; Matplotlib & Seaborn; Hypothesis Testing & A/B Testing; PostgreSQL / MySQL; Scikit-Learn; Stakeholder Communication; Convolutional Neural Networks (CNN). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005487,Entry Level Computer Vision Engineer,Computer Vision Engineer,Google,"Pune, India",Entry Level,1.3,9.08,Contract,2025-08-11,"Computer Vision (OpenCV); PyTorch; Convolutional Neural Networks (CNN); Neural Networks Fundamentals; Python; TensorFlow & Keras; C++; Scikit-Learn; Docker & Containerization; Model Serving & FastAPI; Transformers & Attention Mechanisms; AWS (S3, EC2, Lambda, SageMaker); Linux & Bash","We are looking for a talented Entry Level Computer Vision Engineer to join our team at Google (Pune, India). The ideal candidate will have 1.3+ years of proven industry experience and strong proficiency in Computer Vision (OpenCV); PyTorch; Convolutional Neural Networks (CNN); Neural Networks Fundamentals; Python; TensorFlow & Keras; C++; Scikit-Learn; Docker & Containerization; Model Serving & FastAPI; Transformers & Attention Mechanisms; AWS (S3, EC2, Lambda, SageMaker); Linux & Bash. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
