job_id,skill_id,importance,importance_label
JOB000456,SK060,0.65,Good-to-Have
JOB000456,SK054,0.35,Optional
JOB000457,SK026,1.0,Must-Have
JOB000457,SK011,1.0,Must-Have
JOB000457,SK075,1.0,Must-Have
JOB000457,SK012,1.0,Must-Have
JOB000457,SK001,1.0,Must-Have
JOB000457,SK013,1.0,Must-Have
JOB000457,SK025,1.0,Must-Have
JOB000457,SK031,0.65,Good-to-Have
JOB000457,SK018,0.65,Good-to-Have
JOB000457,SK028,0.65,Good-to-Have
JOB000457,SK030,0.65,Good-to-Have
JOB000457,SK033,0.65,Good-to-Have
JOB000457,SK032,0.35,Optional
JOB000457,SK005,0.35,Optional
JOB000458,SK029,1.0,Must-Have
JOB000458,SK026,1.0,Must-Have
JOB000458,SK028,1.0,Must-Have
JOB000458,SK001,1.0,Must-Have
JOB000458,SK025,1.0,Must-Have
JOB000458,SK060,0.65,Good-to-Have
JOB000458,SK018,0.65,Good-to-Have
JOB000458,SK052,0.65,Good-to-Have
JOB000458,SK051,0.35,Optional
JOB000458,SK054,0.35,Optional
JOB000458,SK031,0.35,Optional
JOB000458,SK073,0.35,Optional
JOB000459,SK072,1.0,Must-Have
JOB000459,SK065,1.0,Must-Have
JOB000459,SK003,1.0,Must-Have
JOB000459,SK066,1.0,Must-Have
JOB000459,SK074,1.0,Must-Have
JOB000459,SK071,1.0,Must-Have
JOB000459,SK061,0.65,Good-to-Have
JOB000459,SK062,0.65,Good-to-Have
JOB000459,SK073,0.65,Good-to-Have
JOB000459,SK014,0.65,Good-to-Have
JOB000459,SK037,0.35,Optional
JOB000460,SK016,1.0,Must-Have
JOB000460,SK019,1.0,Must-Have
JOB000460,SK017,1.0,Must-Have
JOB000460,SK003,1.0,Must-Have
JOB000460,SK013,1.0,Must-Have
JOB000460,SK001,1.0,Must-Have
JOB000460,SK021,0.65,Good-to-Have
JOB000460,SK025,0.65,Good-to-Have
JOB000460,SK020,0.65,Good-to-Have
JOB000460,SK058,0.35,Optional
JOB000460,SK024,0.35,Optional
JOB000460,SK052,0.35,Optional
JOB000461,SK001,1.0,Must-Have
JOB000461,SK026,1.0,Must-Have
JOB000461,SK018,1.0,Must-Have
JOB000461,SK031,1.0,Must-Have
JOB000461,SK036,1.0,Must-Have
JOB000461,SK032,1.0,Must-Have
JOB000461,SK034,0.65,Good-to-Have
JOB000461,SK035,0.65,Good-to-Have
JOB000461,SK049,0.65,Good-to-Have
JOB000461,SK033,0.65,Good-to-Have
JOB000461,SK058,0.35,Optional
JOB000461,SK052,0.35,Optional
JOB000462,SK067,1.0,Must-Have
JOB000462,SK018,1.0,Must-Have
JOB000462,SK026,1.0,Must-Have
JOB000462,SK023,1.0,Must-Have
JOB000462,SK019,1.0,Must-Have
JOB000462,SK052,1.0,Must-Have
JOB000462,SK001,1.0,Must-Have
JOB000462,SK060,0.65,Good-to-Have
JOB000462,SK022,0.65,Good-to-Have
JOB000462,SK025,0.65,Good-to-Have
JOB000462,SK068,0.65,Good-to-Have
JOB000462,SK031,0.35,Optional
JOB000462,SK053,0.35,Optional
JOB000462,SK054,0.35,Optional
JOB000462,SK057,0.35,Optional
JOB000462,SK033,0.35,Optional
JOB000463,SK017,1.0,Must-Have
JOB000463,SK018,1.0,Must-Have
JOB000463,SK013,1.0,Must-Have
JOB000463,SK001,1.0,Must-Have
JOB000463,SK003,1.0,Must-Have
JOB000463,SK019,1.0,Must-Have
JOB000463,SK021,0.65,Good-to-Have
JOB000463,SK022,0.65,Good-to-Have
JOB000463,SK020,0.65,Good-to-Have
JOB000463,SK014,0.65,Good-to-Have
JOB000463,SK025,0.65,Good-to-Have
JOB000463,SK058,0.35,Optional
JOB000464,SK001,1.0,Must-Have
JOB000464,SK025,1.0,Must-Have
JOB000464,SK011,1.0,Must-Have
JOB000464,SK026,1.0,Must-Have
JOB000464,SK013,1.0,Must-Have
JOB000464,SK075,1.0,Must-Have
JOB000464,SK018,0.65,Good-to-Have
JOB000464,SK031,0.65,Good-to-Have
JOB000464,SK033,0.65,Good-to-Have
JOB000464,SK030,0.65,Good-to-Have
JOB000464,SK028,0.65,Good-to-Have
JOB000464,SK036,0.35,Optional
JOB000464,SK032,0.35,Optional
JOB000464,SK029,0.35,Optional
JOB000464,SK005,0.35,Optional
JOB000465,SK023,1.0,Must-Have
JOB000465,SK067,1.0,Must-Have
JOB000465,SK018,1.0,Must-Have
JOB000465,SK019,1.0,Must-Have
JOB000465,SK052,1.0,Must-Have
JOB000465,SK001,1.0,Must-Have
JOB000465,SK026,1.0,Must-Have
JOB000465,SK022,0.65,Good-to-Have
JOB000465,SK060,0.65,Good-to-Have
JOB000465,SK051,0.65,Good-to-Have
JOB000465,SK025,0.65,Good-to-Have
JOB000465,SK068,0.65,Good-to-Have
JOB000465,SK058,0.65,Good-to-Have
JOB000465,SK054,0.35,Optional
JOB000465,SK033,0.35,Optional
JOB000465,SK057,0.35,Optional
JOB000465,SK053,0.35,Optional
JOB000465,SK031,0.35,Optional
JOB000466,SK072,1.0,Must-Have
JOB000466,SK003,1.0,Must-Have
JOB000466,SK074,1.0,Must-Have
JOB000466,SK065,1.0,Must-Have
JOB000466,SK071,1.0,Must-Have
JOB000466,SK066,1.0,Must-Have
JOB000466,SK062,0.65,Good-to-Have
JOB000466,SK016,0.65,Good-to-Have
JOB000466,SK061,0.65,Good-to-Have
JOB000466,SK014,0.65,Good-to-Have
JOB000466,SK017,0.35,Optional
JOB000466,SK001,0.35,Optional
JOB000467,SK046,1.0,Must-Have
JOB000467,SK070,1.0,Must-Have
JOB000467,SK001,1.0,Must-Have
JOB000467,SK003,1.0,Must-Have
JOB000467,SK068,1.0,Must-Have
JOB000467,SK060,0.65,Good-to-Have
JOB000467,SK069,0.65,Good-to-Have
JOB000467,SK051,0.65,Good-to-Have
JOB000467,SK048,0.65,Good-to-Have
JOB000467,SK004,0.35,Optional
JOB000467,SK053,0.35,Optional
JOB000468,SK067,1.0,Must-Have
JOB000468,SK070,1.0,Must-Have
JOB000468,SK003,1.0,Must-Have
JOB000468,SK001,1.0,Must-Have
JOB000468,SK046,1.0,Must-Have
JOB000468,SK052,0.65,Good-to-Have
JOB000468,SK060,0.65,Good-to-Have
JOB000468,SK057,0.35,Optional
JOB000468,SK053,0.35,Optional
JOB000468,SK004,0.35,Optional
JOB000468,SK054,0.35,Optional
JOB000468,SK047,0.35,Optional
JOB000468,SK036,0.35,Optional
JOB000469,SK070,1.0,Must-Have
JOB000469,SK067,1.0,Must-Have
JOB000469,SK001,1.0,Must-Have
JOB000469,SK003,1.0,Must-Have
JOB000469,SK068,1.0,Must-Have
JOB000469,SK046,1.0,Must-Have
JOB000469,SK052,0.65,Good-to-Have
JOB000469,SK069,0.65,Good-to-Have
JOB000469,SK060,0.65,Good-to-Have
JOB000469,SK004,0.35,Optional
JOB000469,SK053,0.35,Optional
JOB000469,SK047,0.35,Optional
JOB000469,SK054,0.35,Optional
JOB000469,SK057,0.35,Optional
JOB000470,SK018,1.0,Must-Have
JOB000470,SK001,1.0,Must-Have
JOB000470,SK026,1.0,Must-Have
JOB000470,SK052,1.0,Must-Have
JOB000470,SK019,1.0,Must-Have
JOB000470,SK023,1.0,Must-Have
JOB000470,SK067,1.0,Must-Have
JOB000470,SK060,0.65,Good-to-Have
JOB000470,SK025,0.65,Good-to-Have
JOB000470,SK058,0.65,Good-to-Have
JOB000470,SK051,0.65,Good-to-Have
JOB000470,SK022,0.65,Good-to-Have
JOB000470,SK068,0.65,Good-to-Have
JOB000470,SK033,0.35,Optional
JOB000470,SK031,0.35,Optional
JOB000470,SK053,0.35,Optional
JOB000470,SK057,0.35,Optional
JOB000471,SK018,1.0,Must-Have
JOB000471,SK032,1.0,Must-Have
JOB000471,SK026,1.0,Must-Have
JOB000471,SK036,1.0,Must-Have
JOB000471,SK001,1.0,Must-Have
JOB000471,SK031,1.0,Must-Have
JOB000471,SK049,0.65,Good-to-Have
JOB000471,SK034,0.65,Good-to-Have
JOB000471,SK033,0.65,Good-to-Have
JOB000471,SK035,0.65,Good-to-Have
JOB000471,SK058,0.35,Optional
JOB000471,SK016,0.35,Optional
JOB000471,SK060,0.35,Optional
JOB000471,SK052,0.35,Optional
JOB000471,SK024,0.35,Optional
JOB000472,SK029,1.0,Must-Have
JOB000472,SK001,1.0,Must-Have
JOB000472,SK025,1.0,Must-Have
JOB000472,SK011,1.0,Must-Have
JOB000472,SK026,1.0,Must-Have
JOB000472,SK027,0.65,Good-to-Have
JOB000472,SK018,0.65,Good-to-Have
JOB000472,SK005,0.65,Good-to-Have
JOB000472,SK060,0.65,Good-to-Have
JOB000472,SK051,0.35,Optional
JOB000472,SK031,0.35,Optional
JOB000472,SK054,0.35,Optional
JOB000472,SK021,0.35,Optional
JOB000473,SK001,1.0,Must-Have
JOB000473,SK019,1.0,Must-Have
JOB000473,SK052,1.0,Must-Have
JOB000473,SK067,1.0,Must-Have
JOB000473,SK023,1.0,Must-Have
JOB000473,SK026,1.0,Must-Have
JOB000473,SK018,1.0,Must-Have
JOB000473,SK058,0.65,Good-to-Have
JOB000473,SK068,0.65,Good-to-Have
JOB000473,SK060,0.65,Good-to-Have
JOB000473,SK025,0.65,Good-to-Have
JOB000473,SK054,0.35,Optional
JOB000473,SK033,0.35,Optional
JOB000474,SK038,1.0,Must-Have
JOB000474,SK037,1.0,Must-Have
JOB000474,SK003,1.0,Must-Have
JOB000474,SK001,1.0,Must-Have
JOB000474,SK046,1.0,Must-Have
JOB000474,SK051,0.65,Good-to-Have
JOB000474,SK042,0.65,Good-to-Have
JOB000474,SK052,0.65,Good-to-Have
JOB000474,SK043,0.65,Good-to-Have
JOB000474,SK068,0.65,Good-to-Have
JOB000474,SK041,0.65,Good-to-Have
JOB000474,SK050,0.35,Optional
JOB000474,SK044,0.35,Optional
JOB000474,SK040,0.35,Optional
JOB000475,SK003,1.0,Must-Have
JOB000475,SK037,1.0,Must-Have
JOB000475,SK054,1.0,Must-Have
JOB000475,SK069,1.0,Must-Have
JOB000475,SK042,1.0,Must-Have
JOB000475,SK038,1.0,Must-Have
JOB000475,SK039,0.65,Good-to-Have
JOB000475,SK043,0.65,Good-to-Have
JOB000475,SK055,0.65,Good-to-Have
JOB000475,SK050,0.65,Good-to-Have
JOB000475,SK053,0.35,Optional
JOB000475,SK052,0.35,Optional
JOB000475,SK040,0.35,Optional
JOB000476,SK018,1.0,Must-Have
JOB000476,SK001,1.0,Must-Have
JOB000476,SK032,1.0,Must-Have
JOB000476,SK036,1.0,Must-Have
JOB000476,SK026,1.0,Must-Have
JOB000476,SK031,1.0,Must-Have
JOB000476,SK049,0.65,Good-to-Have
JOB000476,SK033,0.65,Good-to-Have
JOB000476,SK052,0.35,Optional
JOB000476,SK016,0.35,Optional
JOB000477,SK053,1.0,Must-Have
JOB000477,SK001,1.0,Must-Have
JOB000477,SK057,1.0,Must-Have
JOB000477,SK058,1.0,Must-Have
JOB000477,SK051,1.0,Must-Have
JOB000477,SK059,0.65,Good-to-Have
JOB000477,SK060,0.65,Good-to-Have
JOB000477,SK068,0.65,Good-to-Have
JOB000477,SK018,0.65,Good-to-Have
JOB000477,SK054,0.65,Good-to-Have
JOB000477,SK026,0.65,Good-to-Have
JOB000477,SK050,0.35,Optional
JOB000478,SK003,1.0,Must-Have
JOB000478,SK069,1.0,Must-Have
JOB000478,SK042,1.0,Must-Have
JOB000478,SK054,1.0,Must-Have
JOB000478,SK037,1.0,Must-Have
JOB000478,SK055,0.65,Good-to-Have
JOB000478,SK039,0.65,Good-to-Have
JOB000478,SK056,0.65,Good-to-Have
JOB000478,SK050,0.65,Good-to-Have
JOB000478,SK043,0.65,Good-to-Have
JOB000478,SK072,0.35,Optional
JOB000478,SK052,0.35,Optional
JOB000478,SK053,0.35,Optional
JOB000478,SK044,0.35,Optional
JOB000478,SK046,0.35,Optional
JOB000479,SK057,1.0,Must-Have
JOB000479,SK051,1.0,Must-Have
JOB000479,SK001,1.0,Must-Have
JOB000479,SK058,1.0,Must-Have
JOB000479,SK053,1.0,Must-Have
JOB000479,SK054,0.65,Good-to-Have
JOB000479,SK018,0.65,Good-to-Have
JOB000479,SK050,0.35,Optional
JOB000479,SK041,0.35,Optional
JOB000480,SK058,1.0,Must-Have
JOB000480,SK001,1.0,Must-Have
JOB000480,SK051,1.0,Must-Have
JOB000480,SK052,1.0,Must-Have
JOB000480,SK057,1.0,Must-Have
JOB000480,SK018,0.65,Good-to-Have
JOB000480,SK068,0.65,Good-to-Have
JOB000480,SK060,0.65,Good-to-Have
JOB000480,SK059,0.65,Good-to-Have
JOB000480,SK026,0.65,Good-to-Have
JOB000480,SK069,0.35,Optional
JOB000480,SK050,0.35,Optional
JOB000480,SK041,0.35,Optional
JOB000481,SK003,1.0,Must-Have
JOB000481,SK065,1.0,Must-Have
JOB000481,SK066,1.0,Must-Have
JOB000481,SK061,1.0,Must-Have
JOB000481,SK038,0.65,Good-to-Have
JOB000481,SK046,0.65,Good-to-Have
JOB000481,SK042,0.35,Optional
JOB000482,SK054,1.0,Must-Have
JOB000482,SK037,1.0,Must-Have
JOB000482,SK069,1.0,Must-Have
JOB000482,SK003,1.0,Must-Have
JOB000482,SK038,1.0,Must-Have
JOB000482,SK042,1.0,Must-Have
JOB000482,SK039,0.65,Good-to-Have
JOB000482,SK050,0.65,Good-to-Have
JOB000482,SK053,0.35,Optional
JOB000482,SK052,0.35,Optional
JOB000482,SK072,0.35,Optional
JOB000482,SK044,0.35,Optional
JOB000482,SK029,0.35,Optional
JOB000483,SK032,1.0,Must-Have
JOB000483,SK036,1.0,Must-Have
JOB000483,SK001,1.0,Must-Have
JOB000483,SK018,1.0,Must-Have
JOB000483,SK026,1.0,Must-Have
JOB000483,SK031,1.0,Must-Have
JOB000483,SK033,0.65,Good-to-Have
JOB000483,SK035,0.65,Good-to-Have
JOB000483,SK034,0.65,Good-to-Have
JOB000483,SK049,0.65,Good-to-Have
JOB000483,SK058,0.35,Optional
JOB000483,SK016,0.35,Optional
JOB000483,SK052,0.35,Optional
JOB000483,SK060,0.35,Optional
JOB000484,SK070,1.0,Must-Have
JOB000484,SK046,1.0,Must-Have
JOB000484,SK068,1.0,Must-Have
JOB000484,SK067,1.0,Must-Have
JOB000484,SK003,1.0,Must-Have
JOB000484,SK069,0.65,Good-to-Have
JOB000484,SK051,0.65,Good-to-Have
JOB000484,SK054,0.35,Optional
JOB000484,SK004,0.35,Optional
JOB000484,SK047,0.35,Optional
JOB000485,SK028,1.0,Must-Have
JOB000485,SK001,1.0,Must-Have
JOB000485,SK011,1.0,Must-Have
JOB000485,SK025,1.0,Must-Have
JOB000485,SK029,1.0,Must-Have
JOB000485,SK018,0.65,Good-to-Have
JOB000485,SK027,0.65,Good-to-Have
JOB000485,SK052,0.65,Good-to-Have
JOB000485,SK005,0.65,Good-to-Have
JOB000485,SK060,0.65,Good-to-Have
JOB000485,SK031,0.35,Optional
JOB000485,SK051,0.35,Optional
JOB000486,SK003,1.0,Must-Have
JOB000486,SK070,1.0,Must-Have
JOB000486,SK001,1.0,Must-Have
JOB000486,SK067,1.0,Must-Have
JOB000486,SK046,1.0,Must-Have
JOB000486,SK052,0.65,Good-to-Have
JOB000486,SK048,0.65,Good-to-Have
JOB000486,SK054,0.35,Optional
JOB000486,SK057,0.35,Optional
JOB000486,SK004,0.35,Optional
JOB000486,SK047,0.35,Optional
JOB000486,SK053,0.35,Optional
JOB000487,SK037,1.0,Must-Have
JOB000487,SK061,1.0,Must-Have
JOB000487,SK066,1.0,Must-Have
JOB000487,SK003,1.0,Must-Have
JOB000487,SK074,0.65,Good-to-Have
JOB000487,SK062,0.65,Good-to-Have
JOB000487,SK042,0.35,Optional
JOB000487,SK063,0.35,Optional
JOB000488,SK054,1.0,Must-Have
JOB000488,SK042,1.0,Must-Have
JOB000488,SK038,1.0,Must-Have
JOB000488,SK003,1.0,Must-Have
JOB000488,SK069,1.0,Must-Have
JOB000488,SK037,1.0,Must-Have
JOB000488,SK043,0.65,Good-to-Have
JOB000488,SK055,0.65,Good-to-Have
JOB000488,SK056,0.65,Good-to-Have
JOB000488,SK072,0.35,Optional
JOB000488,SK053,0.35,Optional
JOB000488,SK029,0.35,Optional
JOB000489,SK051,1.0,Must-Have
JOB000489,SK001,1.0,Must-Have
JOB000489,SK052,1.0,Must-Have
JOB000489,SK057,1.0,Must-Have
JOB000489,SK058,1.0,Must-Have
JOB000489,SK053,1.0,Must-Have
JOB000489,SK026,0.65,Good-to-Have
JOB000489,SK018,0.65,Good-to-Have
JOB000489,SK059,0.65,Good-to-Have
JOB000489,SK041,0.35,Optional
JOB000490,SK003,1.0,Must-Have
JOB000490,SK054,1.0,Must-Have
JOB000490,SK038,1.0,Must-Have
JOB000490,SK042,1.0,Must-Have
JOB000490,SK069,1.0,Must-Have
JOB000490,SK037,1.0,Must-Have
JOB000490,SK039,0.65,Good-to-Have
JOB000490,SK050,0.65,Good-to-Have
JOB000490,SK056,0.65,Good-to-Have
JOB000490,SK040,0.35,Optional
JOB000491,SK067,1.0,Must-Have
JOB000491,SK018,1.0,Must-Have
JOB000491,SK052,1.0,Must-Have
JOB000491,SK019,1.0,Must-Have
JOB000491,SK026,1.0,Must-Have
JOB000491,SK023,1.0,Must-Have
JOB000491,SK060,0.65,Good-to-Have
JOB000491,SK068,0.65,Good-to-Have
JOB000491,SK025,0.65,Good-to-Have
JOB000491,SK058,0.65,Good-to-Have
JOB000491,SK033,0.35,Optional
JOB000491,SK054,0.35,Optional
JOB000491,SK031,0.35,Optional
JOB000491,SK057,0.35,Optional
JOB000492,SK039,1.0,Must-Have
JOB000492,SK003,1.0,Must-Have
JOB000492,SK001,1.0,Must-Have
JOB000492,SK046,1.0,Must-Have
JOB000492,SK037,1.0,Must-Have
JOB000492,SK038,1.0,Must-Have
JOB000492,SK041,0.65,Good-to-Have
JOB000492,SK042,0.65,Good-to-Have
JOB000492,SK051,0.65,Good-to-Have
JOB000492,SK054,0.35,Optional
JOB000492,SK044,0.35,Optional
JOB000492,SK047,0.35,Optional
JOB000492,SK040,0.35,Optional
JOB000493,SK001,1.0,Must-Have
JOB000493,SK019,1.0,Must-Have
JOB000493,SK026,1.0,Must-Have
JOB000493,SK052,1.0,Must-Have
JOB000493,SK018,1.0,Must-Have
JOB000493,SK067,1.0,Must-Have
JOB000493,SK060,0.65,Good-to-Have
JOB000493,SK058,0.65,Good-to-Have
JOB000493,SK022,0.65,Good-to-Have
JOB000493,SK068,0.65,Good-to-Have
JOB000493,SK025,0.65,Good-to-Have
JOB000493,SK057,0.35,Optional
JOB000493,SK053,0.35,Optional
JOB000493,SK033,0.35,Optional
JOB000493,SK031,0.35,Optional
JOB000493,SK054,0.35,Optional
JOB000494,SK046,1.0,Must-Have
JOB000494,SK001,1.0,Must-Have
JOB000494,SK067,1.0,Must-Have
JOB000494,SK003,1.0,Must-Have
JOB000494,SK068,1.0,Must-Have
JOB000494,SK070,1.0,Must-Have
JOB000494,SK052,0.65,Good-to-Have
JOB000494,SK069,0.65,Good-to-Have
JOB000494,SK060,0.65,Good-to-Have
JOB000494,SK051,0.65,Good-to-Have
JOB000494,SK004,0.35,Optional
JOB000494,SK054,0.35,Optional
JOB000494,SK047,0.35,Optional
JOB000494,SK053,0.35,Optional
JOB000494,SK022,0.35,Optional
JOB000495,SK061,1.0,Must-Have
JOB000495,SK003,1.0,Must-Have
JOB000495,SK001,1.0,Must-Have
JOB000495,SK017,1.0,Must-Have
JOB000495,SK016,1.0,Must-Have
JOB000495,SK065,1.0,Must-Have
JOB000495,SK013,0.65,Good-to-Have
JOB000495,SK064,0.65,Good-to-Have
JOB000495,SK018,0.35,Optional
JOB000496,SK018,1.0,Must-Have
JOB000496,SK031,1.0,Must-Have
JOB000496,SK036,1.0,Must-Have
JOB000496,SK032,1.0,Must-Have
JOB000496,SK026,1.0,Must-Have
JOB000496,SK001,1.0,Must-Have
JOB000496,SK033,0.65,Good-to-Have
JOB000496,SK034,0.65,Good-to-Have
JOB000496,SK049,0.65,Good-to-Have
JOB000496,SK035,0.65,Good-to-Have
JOB000496,SK060,0.35,Optional
JOB000496,SK058,0.35,Optional
JOB000496,SK052,0.35,Optional
JOB000497,SK026,1.0,Must-Have
JOB000497,SK052,1.0,Must-Have
JOB000497,SK067,1.0,Must-Have
JOB000497,SK001,1.0,Must-Have
JOB000497,SK023,1.0,Must-Have
JOB000497,SK018,1.0,Must-Have
JOB000497,SK019,1.0,Must-Have
JOB000497,SK025,0.65,Good-to-Have
JOB000497,SK051,0.65,Good-to-Have
JOB000497,SK060,0.65,Good-to-Have
JOB000497,SK068,0.65,Good-to-Have
JOB000497,SK058,0.65,Good-to-Have
JOB000497,SK054,0.35,Optional
JOB000497,SK031,0.35,Optional
JOB000498,SK039,1.0,Must-Have
JOB000498,SK003,1.0,Must-Have
JOB000498,SK001,1.0,Must-Have
JOB000498,SK046,1.0,Must-Have
JOB000498,SK037,1.0,Must-Have
JOB000498,SK051,0.65,Good-to-Have
JOB000498,SK052,0.65,Good-to-Have
JOB000498,SK044,0.35,Optional
JOB000498,SK050,0.35,Optional
JOB000498,SK040,0.35,Optional
JOB000498,SK047,0.35,Optional
JOB000498,SK054,0.35,Optional
JOB000499,SK038,1.0,Must-Have
JOB000499,SK042,1.0,Must-Have
JOB000499,SK069,1.0,Must-Have
JOB000499,SK054,1.0,Must-Have
JOB000499,SK003,1.0,Must-Have
JOB000499,SK037,1.0,Must-Have
JOB000499,SK043,0.65,Good-to-Have
JOB000499,SK055,0.65,Good-to-Have
JOB000499,SK039,0.65,Good-to-Have
JOB000499,SK050,0.65,Good-to-Have
JOB000499,SK056,0.65,Good-to-Have
JOB000499,SK044,0.35,Optional
JOB000499,SK040,0.35,Optional
JOB000499,SK053,0.35,Optional
JOB000499,SK052,0.35,Optional
JOB000499,SK031,0.35,Optional
JOB000500,SK001,1.0,Must-Have
JOB000500,SK053,1.0,Must-Have
JOB000500,SK051,1.0,Must-Have
JOB000500,SK057,1.0,Must-Have
JOB000500,SK058,1.0,Must-Have
JOB000500,SK054,0.65,Good-to-Have
JOB000500,SK026,0.65,Good-to-Have
JOB000500,SK068,0.65,Good-to-Have
JOB000500,SK060,0.65,Good-to-Have
JOB000500,SK059,0.65,Good-to-Have
JOB000500,SK050,0.35,Optional
JOB000500,SK040,0.35,Optional
JOB000500,SK069,0.35,Optional
JOB000500,SK041,0.35,Optional
JOB000501,SK016,1.0,Must-Have
JOB000501,SK003,1.0,Must-Have
JOB000501,SK013,1.0,Must-Have
JOB000501,SK019,1.0,Must-Have
JOB000501,SK017,1.0,Must-Have
JOB000501,SK001,1.0,Must-Have
JOB000501,SK064,0.65,Good-to-Have
JOB000501,SK020,0.65,Good-to-Have
JOB000501,SK022,0.65,Good-to-Have
JOB000501,SK025,0.65,Good-to-Have
JOB000501,SK021,0.65,Good-to-Have
JOB000501,SK014,0.65,Good-to-Have
JOB000501,SK026,0.35,Optional
JOB000501,SK052,0.35,Optional
JOB000501,SK054,0.35,Optional
JOB000501,SK024,0.35,Optional
JOB000502,SK026,1.0,Must-Have
JOB000502,SK036,1.0,Must-Have
JOB000502,SK018,1.0,Must-Have
JOB000502,SK032,1.0,Must-Have
JOB000502,SK031,1.0,Must-Have
JOB000502,SK034,0.65,Good-to-Have
JOB000502,SK033,0.65,Good-to-Have
JOB000502,SK060,0.35,Optional
JOB000503,SK001,1.0,Must-Have
JOB000503,SK026,1.0,Must-Have
JOB000503,SK018,1.0,Must-Have
JOB000503,SK036,1.0,Must-Have
JOB000503,SK032,1.0,Must-Have
JOB000503,SK049,0.65,Good-to-Have
JOB000503,SK033,0.65,Good-to-Have
JOB000503,SK060,0.35,Optional
JOB000504,SK065,1.0,Must-Have
JOB000504,SK074,1.0,Must-Have
JOB000504,SK066,1.0,Must-Have
JOB000504,SK071,1.0,Must-Have
JOB000504,SK072,1.0,Must-Have
JOB000504,SK003,1.0,Must-Have
JOB000504,SK016,0.65,Good-to-Have
JOB000504,SK073,0.65,Good-to-Have
JOB000504,SK061,0.65,Good-to-Have
JOB000504,SK014,0.65,Good-to-Have
JOB000504,SK037,0.35,Optional
JOB000504,SK017,0.35,Optional
JOB000505,SK001,1.0,Must-Have
JOB000505,SK012,1.0,Must-Have
JOB000505,SK025,1.0,Must-Have
JOB000505,SK011,1.0,Must-Have
JOB000505,SK013,1.0,Must-Have
JOB000505,SK075,1.0,Must-Have
JOB000505,SK026,1.0,Must-Have
JOB000505,SK018,0.65,Good-to-Have
JOB000505,SK031,0.65,Good-to-Have
JOB000505,SK033,0.65,Good-to-Have
JOB000505,SK005,0.35,Optional
JOB000505,SK029,0.35,Optional
JOB000506,SK067,1.0,Must-Have
JOB000506,SK018,1.0,Must-Have
JOB000506,SK001,1.0,Must-Have
JOB000506,SK019,1.0,Must-Have
JOB000506,SK052,1.0,Must-Have
JOB000506,SK026,1.0,Must-Have
JOB000506,SK023,1.0,Must-Have
JOB000506,SK058,0.65,Good-to-Have
JOB000506,SK060,0.65,Good-to-Have
JOB000506,SK031,0.35,Optional
JOB000506,SK057,0.35,Optional
JOB000506,SK053,0.35,Optional
JOB000506,SK033,0.35,Optional
JOB000507,SK011,1.0,Must-Have
JOB000507,SK029,1.0,Must-Have
JOB000507,SK026,1.0,Must-Have
JOB000507,SK025,1.0,Must-Have
JOB000507,SK028,1.0,Must-Have
JOB000507,SK001,1.0,Must-Have
JOB000507,SK052,0.65,Good-to-Have
JOB000507,SK005,0.65,Good-to-Have
JOB000507,SK054,0.35,Optional
JOB000507,SK031,0.35,Optional
JOB000507,SK019,0.35,Optional
JOB000508,SK001,1.0,Must-Have
JOB000508,SK061,1.0,Must-Have
JOB000508,SK016,1.0,Must-Have
JOB000508,SK065,1.0,Must-Have
JOB000508,SK003,1.0,Must-Have
JOB000508,SK017,1.0,Must-Have
JOB000508,SK066,0.65,Good-to-Have
JOB000508,SK014,0.65,Good-to-Have
JOB000508,SK072,0.35,Optional
JOB000508,SK074,0.35,Optional
JOB000508,SK046,0.35,Optional
JOB000509,SK016,1.0,Must-Have
JOB000509,SK065,1.0,Must-Have
JOB000509,SK001,1.0,Must-Have
JOB000509,SK061,1.0,Must-Have
JOB000509,SK003,1.0,Must-Have
JOB000509,SK017,1.0,Must-Have
JOB000509,SK062,0.65,Good-to-Have
JOB000509,SK014,0.65,Good-to-Have
JOB000509,SK013,0.65,Good-to-Have
JOB000509,SK064,0.65,Good-to-Have
JOB000509,SK066,0.65,Good-to-Have
JOB000509,SK018,0.35,Optional
JOB000509,SK074,0.35,Optional
JOB000509,SK046,0.35,Optional
JOB000509,SK072,0.35,Optional
JOB000509,SK009,0.35,Optional
JOB000510,SK026,1.0,Must-Have
JOB000510,SK001,1.0,Must-Have
JOB000510,SK036,1.0,Must-Have
JOB000510,SK031,1.0,Must-Have
JOB000510,SK018,1.0,Must-Have
JOB000510,SK049,0.65,Good-to-Have
JOB000510,SK034,0.65,Good-to-Have
JOB000510,SK035,0.65,Good-to-Have
JOB000510,SK052,0.35,Optional
JOB000510,SK060,0.35,Optional
JOB000510,SK016,0.35,Optional
JOB000510,SK033,0.35,Optional
JOB000511,SK065,1.0,Must-Have
JOB000511,SK066,1.0,Must-Have
JOB000511,SK061,1.0,Must-Have
JOB000511,SK037,1.0,Must-Have
JOB000511,SK003,1.0,Must-Have
JOB000511,SK046,0.65,Good-to-Have
JOB000511,SK062,0.65,Good-to-Have
JOB000511,SK038,0.65,Good-to-Have
JOB000511,SK042,0.35,Optional
JOB000511,SK001,0.35,Optional
JOB000512,SK017,1.0,Must-Have
JOB000512,SK016,1.0,Must-Have
JOB000512,SK001,1.0,Must-Have
JOB000512,SK003,1.0,Must-Have
JOB000512,SK013,1.0,Must-Have
